session_id,timestamp,input,level,message,spoken_text,buzzer,driver_state,trigger,suggested_route
unknown,2026-04-10 10:47:50,"Eye openness: 95%, Emotion: Neutral, Gaze: Forward",ERROR,AI System Offline,AI System Offline,False,AI System Offline,,N/A
unknown,2026-04-10 10:47:50,"Eye openness: 5%, Yawning: YES, Duration: 3s",ERROR,AI System Offline,AI System Offline,False,AI System Offline,,N/A
unknown,2026-04-10 10:47:51,"Eye openness: 85%, Emotion: High Anger, Gaze: Road",ERROR,AI System Offline,AI System Offline,False,AI System Offline,,N/A
unknown,2026-04-10 10:47:51,"Eye openness: 90%, Emotion: Happy, Gaze: Road",ERROR,AI System Offline,AI System Offline,False,AI System Offline,,N/A
unknown,2026-04-10 10:50:29,"Eye openness: 95%, Emotion: Neutral, Gaze: Forward",ERROR,AI System Offline,AI System Offline,False,AI System Offline,,N/A
unknown,2026-04-10 10:50:32,"Eye openness: 5%, Yawning: YES, Duration: 3s",ERROR,AI System Offline,AI System Offline,False,AI System Offline,,N/A
unknown,2026-04-10 10:50:35,"Eye openness: 85%, Emotion: High Anger, Gaze: Road",ERROR,AI System Offline,AI System Offline,False,AI System Offline,,N/A
unknown,2026-04-10 10:50:38,"Eye openness: 90%, Emotion: Happy, Gaze: Road",ERROR,AI System Offline,AI System Offline,False,AI System Offline,,N/A
unknown,2026-04-10 10:51:06,"Eye openness: 95%, Emotion: Neutral, Gaze: Forward",ERROR,AI System Offline,AI System Offline,False,AI System Offline,,N/A
unknown,2026-04-10 10:51:09,"Eye openness: 5%, Yawning: YES, Duration: 3s",ERROR,AI System Offline,AI System Offline,False,AI System Offline,,N/A
unknown,2026-04-10 10:51:12,"Eye openness: 85%, Emotion: High Anger, Gaze: Road",ERROR,AI System Offline,AI System Offline,False,AI System Offline,,N/A
unknown,2026-04-10 10:51:15,"Eye openness: 90%, Emotion: Happy, Gaze: Road",ERROR,AI System Offline,AI System Offline,False,AI System Offline,,N/A
unknown,2026-04-10 10:53:34,"Eye openness: 95%, Emotion: Neutral, Gaze: Forward",ERROR,AI System Offline,AI System Offline,False,AI System Offline,,N/A
unknown,2026-04-10 10:53:37,"Eye openness: 5%, Yawning: YES, Duration: 3s",ERROR,AI System Offline,AI System Offline,False,AI System Offline,,N/A
unknown,2026-04-10 10:53:41,"Eye openness: 85%, Emotion: High Anger, Gaze: Road",ERROR,AI System Offline,AI System Offline,False,AI System Offline,,N/A
unknown,2026-04-10 10:53:44,"Eye openness: 90%, Emotion: Happy, Gaze: Road",ERROR,AI System Offline,AI System Offline,False,AI System Offline,,N/A
unknown,2026-04-10 10:55:25,"Eye openness: 95%, Emotion: Neutral, Gaze: Forward",ERROR,AI System Offline,AI System Offline,False,AI System Offline,,N/A
unknown,2026-04-10 10:55:29,"Eye openness: 5%, Yawning: YES, Duration: 3s",ERROR,AI System Offline,AI System Offline,False,AI System Offline,,N/A
unknown,2026-04-10 10:55:32,"Eye openness: 85%, Emotion: High Anger, Gaze: Road",ERROR,AI System Offline,AI System Offline,False,AI System Offline,,N/A
unknown,2026-04-10 10:55:35,"Eye openness: 90%, Emotion: Happy, Gaze: Road",ERROR,AI System Offline,AI System Offline,False,AI System Offline,,N/A
unknown,2026-04-10 11:05:32,"Eye openness: 95%, Emotion: Neutral, Gaze: Forward",INFO,"Driving calmly, no need to adjust","Driving calmly, no need to adjust",False,"Driving calmly, no need to adjust",,N/A
unknown,2026-04-10 11:05:35,"Eye openness: 5%, Yawning: YES, Duration: 3s",DANGER,"Driver eyes closed, resting recommended","Driver eyes closed, resting recommended",True,"Driver eyes closed, resting recommended",,N/A
unknown,2026-04-10 11:05:38,"Eye openness: 85%, Emotion: High Anger, Gaze: Road",WARNING,"Anger detected, adjust driving","Anger detected, adjust driving",False,"Anger detected, adjust driving",,N/A
unknown,2026-04-10 11:05:42,"Eye openness: 90%, Emotion: Happy, Gaze: Road",INFO,You are in a good state,You are in a good state,False,You are in a good state,,N/A
unknown,2026-04-10 14:36:50,"Eye openness: 95%, Emotion: Neutral, Gaze: Forward",INFO,Driver is relaxed and alert,Driver is relaxed and alert,False,Driver is relaxed and alert,,N/A
unknown,2026-04-10 14:36:58,"Eye openness: 5%, Yawning: YES, Duration: 3s",DANGER,"Driver sleepy, take a break now","Driver sleepy, take a break now",True,"Driver sleepy, take a break now",,N/A
unknown,2026-04-10 14:37:10,"Eye openness: 85%, Emotion: High Anger, Gaze: Road",WARNING,"Angry, avoid distraction","Angry, avoid distraction",False,"Angry, avoid distraction",,N/A
unknown,2026-04-10 14:37:14,"Eye openness: 90%, Emotion: Happy, Gaze: Road",INFO,"Driving well, focus on the road","Driving well, focus on the road",False,"Driving well, focus on the road",,N/A
unknown,2026-04-15 18:11:18,"Eye openness: 100%, Drowsy: False, Emotion: Stressed, Confidence: 98.3%",WARNING,Stay calm please,Stay calm please,False,Stay calm please,,N/A
unknown,2026-04-15 18:11:26,"Eye openness: 100%, Drowsy: False, Emotion: Stressed, Confidence: 44.7%",WARNING,Stay calm please,Stay calm please,False,Stay calm please,,N/A
unknown,2026-04-15 18:11:35,"Eye openness: 78%, Drowsy: False, Emotion: Stressed, Confidence: 75.9%",WARNING,Stay calm please,Stay calm please,False,Stay calm please,,N/A
unknown,2026-04-15 18:11:43,"Eye openness: 100%, Drowsy: False, Emotion: Neutral, Confidence: 49.4%",INFO,Drive safely,Drive safely,False,Drive safely,,N/A
unknown,2026-04-15 18:11:52,"Eye openness: 100%, Drowsy: False, Emotion: Stressed, Confidence: 99.4%",WARNING,Stay calm please,Stay calm please,False,Stay calm please,,N/A
unknown,2026-04-15 18:12:03,"Eye openness: 77%, Drowsy: False, Emotion: Stressed, Confidence: 58.3%",WARNING,Stay calm please,Stay calm please,False,Stay calm please,,N/A
unknown,2026-04-15 18:12:28,"Eye openness: 99%, Drowsy: False, Emotion: Stressed, Confidence: 57.8%",WARNING,Stay calm please,Stay calm please,False,Stay calm please,,N/A
unknown,2026-04-15 18:12:38,"Eye openness: 45%, Drowsy: True, Emotion: Neutral, Confidence: 96.5%",DANGER,Wake up now,Wake up now,True,Wake up now,,N/A
unknown,2026-04-15 18:12:46,"Eye openness: 80%, Drowsy: False, Emotion: Stressed, Confidence: 95.5%",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-15 18:13:05,"Eye openness: 37%, Drowsy: True, Emotion: Neutral, Confidence: 56.3%",DANGER,Wake up now,Wake up now,True,Wake up now,,N/A
unknown,2026-04-15 18:13:13,"Eye openness: 100%, Drowsy: False, Emotion: Stressed, Confidence: 43.8%",WARNING,Stay calm please,Stay calm please,False,Stay calm please,,N/A
unknown,2026-04-15 18:13:28,"Eye openness: 89%, Drowsy: False, Emotion: Stressed, Confidence: 72.7%",WARNING,Stay calm please,Stay calm please,False,Stay calm please,,N/A
unknown,2026-04-15 18:14:04,"Eye openness: 100%, Drowsy: False, Emotion: Stressed, Confidence: 95.4%",WARNING,Stay calm please,Stay calm please,False,Stay calm please,,N/A
unknown,2026-04-15 18:14:36,"Eye openness: 80%, Drowsy: False, Emotion: Stressed, Confidence: 100.0%",WARNING,Stay calm please,Stay calm please,False,Stay calm please,,N/A
unknown,2026-04-15 18:18:20,"Eye openness: 42%, Drowsy: False, Emotion: Stressed, Confidence: 63.4%",WARNING,Stay calm please,Stay calm please,False,Stay calm please,,N/A
unknown,2026-04-15 18:18:31,"Eye openness: 98%, Drowsy: False, Emotion: Stressed, Confidence: 97.7%",WARNING,Stay calm please,Stay calm please,False,Stay calm please,,N/A
unknown,2026-04-15 18:18:42,"Eye openness: 50%, Drowsy: True, Emotion: Happy, Confidence: 99.0%",DANGER,Wake up now,Wake up now,True,Wake up now,,N/A
unknown,2026-04-15 18:18:56,"Eye openness: 100%, Drowsy: False, Emotion: Stressed, Confidence: 50.2%",WARNING,Stay calm please,Stay calm please,False,Stay calm please,,N/A
unknown,2026-04-15 18:19:04,"Eye openness: 99%, Drowsy: False, Emotion: Stressed, Confidence: 61.4%",WARNING,Stay calm please,Stay calm please,False,Stay calm please,,N/A
unknown,2026-04-15 18:33:02,"Eye openness: 100%, Drowsy: False, Emotion: Stressed",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-15 18:33:14,"Eye openness: 90%, Drowsy: False, Emotion: Stressed",WARNING,Stay calm please,Stay calm please,False,Stay calm please,,N/A
unknown,2026-04-15 18:33:26,"Eye openness: 97%, Drowsy: False, Emotion: Stressed",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-15 18:33:34,"Eye openness: 54%, Drowsy: True, Emotion: Stressed",DANGER,Wake up now,Wake up now,True,Wake up now,,N/A
unknown,2026-04-15 18:33:51,"Eye openness: 26%, Drowsy: True, Emotion: Neutral",DANGER,Wake up now,Wake up now,True,Wake up now,,N/A
unknown,2026-04-16 12:12:56,"Eye openness: 32%, Drowsy: True, Emotion: Neutral",DANGER,Wake up now,Wake up now,True,Wake up now,,N/A
unknown,2026-04-16 12:13:05,"Eye openness: 72%, Drowsy: False, Emotion: Stressed",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-16 12:13:25,"Eye openness: 100%, Drowsy: False, Emotion: Stressed",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-16 12:13:33,"Eye openness: 73%, Drowsy: False, Emotion: Angry",WARNING,Stay calm now,Stay calm now,False,Stay calm now,,N/A
unknown,2026-04-16 12:13:41,"Eye openness: 100%, Drowsy: False, Emotion: Stressed",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-16 12:13:49,"Eye openness: 100%, Drowsy: False, Emotion: Stressed",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-16 12:13:57,"Eye openness: 100%, Drowsy: False, Emotion: Stressed",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-16 12:14:05,"Eye openness: 100%, Drowsy: False, Emotion: Stressed",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-16 12:14:13,"Eye openness: 100%, Drowsy: False, Emotion: Stressed",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-16 13:14:44,"Time: 13:14, Driver has been active for 45 minutes, Emotion: Stressed, Eye Openness: 100%",WARNING,Stay calm driver,Stay calm driver,False,Stay calm driver,,N/A
unknown,2026-04-16 13:14:55,"Time: 13:14, Driver has been active for 45 minutes, Emotion: Stressed, Eye Openness: 90%",WARNING,Take a break,Take a break,False,Take a break,,N/A
unknown,2026-04-16 13:15:03,"Time: 13:15, Driver has been active for 45 minutes, Emotion: Stressed, Eye Openness: 100%",WARNING,Take a break,Take a break,False,Take a break,,N/A
unknown,2026-04-16 13:24:49,"Time: 13:24, Driver active for 45 min, Emotion: Stressed, Eye openness: 100%",WARNING,Take a break,Take a break,False,Take a break,,N/A
unknown,2026-04-16 13:24:57,"Time: 13:24, Driver active for 45 min, Emotion: Stressed, Eye openness: 100%",WARNING,Take a break,Take a break,False,Take a break,,N/A
unknown,2026-04-16 13:25:05,"Time: 13:25, Driver active for 45 min, Emotion: Stressed, Eye openness: 36%",WARNING,Take a break,Take a break,False,Take a break,,N/A
unknown,2026-04-16 13:25:16,"Time: 13:25, Driver active for 45 min, Emotion: Stressed, Eye openness: 100%",WARNING,Take a break,Take a break,False,Take a break,,N/A
unknown,2026-04-16 13:25:24,"Time: 13:25, Driver active for 45 min, Emotion: Stressed, Eye openness: 37%",WARNING,Take a break,Take a break,False,Take a break,,N/A
unknown,2026-04-16 13:25:32,"Time: 13:25, Driver active for 45 min, Emotion: Angry, Eye openness: 52%",WARNING,Stay calm please,Stay calm please,False,Stay calm please,,N/A
unknown,2026-04-16 13:25:48,"Time: 13:25, Driver active for 45 min, Emotion: Stressed, Eye openness: 100%",WARNING,Take a break,Take a break,False,Take a break,,N/A
unknown,2026-04-16 13:25:56,"Time: 13:25, Driver active for 45 min, Emotion: Stressed, Eye openness: 42%",WARNING,Take a break,Take a break,False,Take a break,,N/A
unknown,2026-04-16 13:26:04,"Time: 13:26, Driver active for 45 min, Emotion: Stressed, Eye openness: 15%",WARNING,Take a break,Take a break,False,Take a break,,N/A
unknown,2026-04-16 13:26:12,"Time: 13:26, Driver active for 45 min, Emotion: Stressed, Eye openness: 97%",WARNING,Stay calm now,Stay calm now,False,Stay calm now,,N/A
unknown,2026-04-16 13:26:20,"Time: 13:26, Driver active for 45 min, Emotion: Stressed, Eye openness: 100%",WARNING,Take a break,Take a break,False,Take a break,,N/A
unknown,2026-04-16 13:27:05,"Time: 13:27, Driver active for 45 min, Emotion: Stressed, Eye openness: 100%",WARNING,Stay calm driver,Stay calm driver,False,Stay calm driver,,N/A
unknown,2026-04-16 13:28:08,"Time: 13:28, Driver active for 45 min, Emotion: Stressed, Eye openness: 100%",WARNING,Stay calm driver,Stay calm driver,False,Stay calm driver,,N/A
unknown,2026-04-16 13:29:54,"Time: 13:29, Driver active for 45 min, Emotion: Stressed, Eye openness: 100%",WARNING,Stay calm driver,Stay calm driver,False,Stay calm driver,,N/A
unknown,2026-04-16 13:30:02,"Time: 13:30, Driver active for 45 min, Emotion: Stressed, Eye openness: 65%",WARNING,Stay calm driver,Stay calm driver,False,Stay calm driver,,N/A
unknown,2026-04-16 13:30:10,"Time: 13:30, Driver active for 45 min, Emotion: Stressed, Eye openness: 49%",WARNING,Stay calm please,Stay calm please,False,Stay calm please,,N/A
unknown,2026-04-16 13:43:57,"Time: 13:43, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: +3.4°",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-16 13:44:07,"Time: 13:44, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 82%, Distracted: False, Head yaw: -1.6°",WARNING,Stay calm driver,Stay calm driver,False,Stay calm driver,,N/A
unknown,2026-04-16 13:44:11,"Time: 13:44, Driver active for 45 min, Trigger: DROWSY, Emotion: Stressed, Eye openness: 59%, Distracted: False, Head yaw: +1.7°",DANGER,Wake up now,Wake up now,True,Wake up now,,N/A
unknown,2026-04-16 13:44:15,"Time: 13:44, Driver active for 45 min, Trigger: DISTRACTED, Emotion: Stressed, Eye openness: 100%, Distracted: True, Head yaw: -39.1°",WARNING,Stay focused now,Stay focused now,False,Stay focused now,,N/A
unknown,2026-04-16 13:44:17,"Time: 13:44, Driver active for 45 min, Trigger: EMOTION, Emotion: Angry, Eye openness: 98%, Distracted: True, Head yaw: -34.5°",WARNING,Stay calm now,Stay calm now,False,Stay calm now,,N/A
unknown,2026-04-16 13:44:28,"Time: 13:44, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: True, Head yaw: +30.2°",WARNING,Stay calm now,Stay calm now,False,Stay calm now,,N/A
unknown,2026-04-16 13:44:38,"Time: 13:44, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 86%, Distracted: False, Head yaw: +5.1°",WARNING,Stay calm now,Stay calm now,False,Stay calm now,,N/A
unknown,2026-04-16 13:44:45,"Time: 13:44, Driver active for 45 min, Trigger: DISTRACTED, Emotion: Stressed, Eye openness: 100%, Distracted: True, Head yaw: +48.5°",WARNING,Stay focused now,Stay focused now,False,Stay focused now,,N/A
unknown,2026-04-16 13:44:48,"Time: 13:44, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: +0.0°",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-16 14:21:37,"Time: 14:21, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: +3.5°",WARNING,Stay calm now,Stay calm now,False,Stay calm now,,N/A
unknown,2026-04-16 14:21:43,"Time: 14:21, Driver active for 45 min, Trigger: DISTRACTED, Emotion: Neutral, Eye openness: 100%, Distracted: True, Head yaw: +22.9°",WARNING,Stay focused,Stay focused,False,Stay focused,,N/A
unknown,2026-04-16 14:21:56,"Time: 14:21, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: +14.0°",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-16 14:22:02,"Time: 14:22, Driver active for 45 min, Trigger: DISTRACTED, Emotion: Angry, Eye openness: 100%, Distracted: True, Head yaw: +36.2°",WARNING,Stay focused now,Stay focused now,False,Stay focused now,,N/A
unknown,2026-04-16 14:22:06,"Time: 14:22, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 40%, Distracted: False, Head yaw: +3.7°",WARNING,Stay calm now,Stay calm now,False,Stay calm now,,N/A
unknown,2026-04-16 14:22:07,"Time: 14:22, Driver active for 45 min, Trigger: DROWSY, Emotion: Stressed, Eye openness: 36%, Distracted: False, Head yaw: +3.8°",DANGER,Wake up now,Wake up now,True,Wake up now,,N/A
unknown,2026-04-16 15:05:26,"Time: 15:05, Driver active for 45 min, Trigger: DISTRACTED, Emotion: Neutral, Eye openness: 78%, Distracted: True, Head yaw: +30.1°",WARNING,Stay focused,Stay focused,False,Stay focused,,N/A
unknown,2026-04-16 15:05:27,"Time: 15:05, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 21%, Distracted: False, Head yaw: +1.8°",WARNING,Stay calm now,Stay calm now,False,Stay calm now,,N/A
unknown,2026-04-16 15:05:28,"Time: 15:05, Driver active for 45 min, Trigger: DROWSY, Emotion: Stressed, Eye openness: 24%, Distracted: False, Head yaw: +3.3°",DANGER,Wake up now,Wake up now,True,Wake up now,,N/A
unknown,2026-04-16 15:07:23,"Time: 15:07, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: -0.7°",WARNING,Stay calm driver,Stay calm driver,False,Stay calm driver,,N/A
unknown,2026-04-16 15:07:33,"Time: 15:07, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: -0.3°",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-16 15:07:43,"Time: 15:07, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: +1.0°",WARNING,Stay calm driver,Stay calm driver,False,Stay calm driver,,N/A
unknown,2026-04-16 15:07:53,"Time: 15:07, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 96%, Distracted: False, Head yaw: -2.4°",WARNING,Calm down now,Calm down now,False,Calm down now,,N/A
unknown,2026-04-16 15:08:03,"Time: 15:08, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: +0.4°",WARNING,Stay calm driver,Stay calm driver,False,Stay calm driver,,N/A
unknown,2026-04-16 15:08:14,"Time: 15:08, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: -1.0°",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-16 15:08:24,"Time: 15:08, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: -3.6°",WARNING,Stay calm driver,Stay calm driver,False,Stay calm driver,,N/A
unknown,2026-04-16 15:08:34,"Time: 15:08, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: -0.3°",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-16 15:08:44,"Time: 15:08, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: +0.7°",WARNING,Stay calm driver,Stay calm driver,False,Stay calm driver,,N/A
unknown,2026-04-16 15:08:54,"Time: 15:08, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 35%, Distracted: False, Head yaw: -4.2°",WARNING,Stay calm driver,Stay calm driver,False,Stay calm driver,,N/A
unknown,2026-04-16 15:09:04,"Time: 15:09, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: -0.3°",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-16 15:09:14,"Time: 15:09, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 95%, Distracted: False, Head yaw: +0.1°",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-16 15:09:24,"Time: 15:09, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: +1.2°",WARNING,Stay calm driver,Stay calm driver,False,Stay calm driver,,N/A
unknown,2026-04-16 15:09:34,"Time: 15:09, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: -0.4°",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-16 15:09:44,"Time: 15:09, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: -1.9°",WARNING,Stay calm driver,Stay calm driver,False,Stay calm driver,,N/A
unknown,2026-04-16 15:09:54,"Time: 15:09, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 63%, Distracted: False, Head yaw: -0.2°",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-16 15:10:04,"Time: 15:10, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: +3.2°",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-16 15:10:14,"Time: 15:10, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: +4.4°",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-16 15:10:28,"Time: 15:10, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: -1.5°",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-16 15:10:37,"Time: 15:10, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: -4.5°",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-16 15:10:48,"Time: 15:10, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: -0.4°",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-16 15:10:59,"Time: 15:10, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: -1.5°",WARNING,Stay calm driver,Stay calm driver,False,Stay calm driver,,N/A
unknown,2026-04-16 15:11:09,"Time: 15:11, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: +8.6°",WARNING,Stay calm driver,Stay calm driver,False,Stay calm driver,,N/A
unknown,2026-04-16 15:11:19,"Time: 15:11, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: -1.2°",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-16 15:11:29,"Time: 15:11, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 67%, Distracted: False, Head yaw: -3.7°",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-16 15:11:37,"Time: 15:11, Driver active for 45 min, Trigger: DROWSY, Emotion: Happy, Eye openness: 37%, Distracted: False, Head yaw: +1.1°",DANGER,Wake up now,Wake up now,True,Wake up now,,N/A
unknown,2026-04-16 15:11:47,"Time: 15:11, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: +0.6°",WARNING,Stay calm driver,Stay calm driver,False,Stay calm driver,,N/A
unknown,2026-04-16 15:11:57,"Time: 15:11, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 30%, Distracted: False, Head yaw: -5.0°",WARNING,Stay calm driver,Stay calm driver,False,Stay calm driver,,N/A
unknown,2026-04-16 15:12:07,"Time: 15:12, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: -1.6°",WARNING,Stay calm,Stay calm,False,Stay calm,,N/A
unknown,2026-04-16 15:12:17,"Time: 15:12, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: -2.6°",WARNING,Stay calm now,Stay calm now,False,Stay calm now,,N/A
unknown,2026-04-16 15:12:28,"Time: 15:12, Driver active for 45 min, Trigger: EMOTION, Emotion: Stressed, Eye openness: 100%, Distracted: False, Head yaw: -5.3°",WARNING,Stay calm now,Stay calm now,False,Stay calm now,,N/A
